,Unnamed: 0,Column,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,dti,earliest_cr_line,mths_since_last_delinq,open_acc,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,application_type,tot_cur_bal,open_act_il,mths_since_rcnt_il,total_bal_il,il_util,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mths_since_recent_bc,mths_since_recent_inq,mths_since_recent_revol_delinq,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_op_past_12m,pct_tl_nvr_dlq,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
2302,2302,2302,6000,6000,6000, 36 months,13.08,202.4,6,,5,35707.0,Source Verified,Mar-19,Fully Paid,moving,NY,15.66,Aug-01,,9,10075,20.0,9,w,0.0,0.0,6105.675137,6105.68,6000.0,105.68,Apr-19,6114.4,,May-19,Joint App,10075,0,,0,,3,6258,20.0,50300,3,1119.0,11642.0,45.6,,211,10,10,19.0,,,4,5,6,6,0,9,9,5,9,2,100.0,50300,10075,21400,0
2342,2342,2342,9000,9000,9000, 36 months,8.19,282.82,7,10.0,5,74000.0,Verified,Mar-19,Fully Paid,debt_consolidation,GA,9.96,Feb-86,,6,10930,37.6,34,w,0.0,0.0,9020.475,9020.48,9000.0,20.48,Apr-19,9028.67,,Mar-19,Individual,28060,1,35.0,16769,65.0,0,9014,49.0,29100,0,4677.0,17473.0,34.1,126.0,397,48,35,48.0,,,2,3,2,8,14,4,18,3,6,0,100.0,57555,28060,26500,25936
2530,2530,2530,40000,40000,40000, 60 months,16.4,981.25,5,8.0,6,160000.0,Source Verified,Mar-19,Fully Paid,debt_consolidation,FL,10.82,Mar-05,,8,69407,87.5,20,w,0.0,0.0,40021.50111000001,40021.5,40000.0,21.5,Apr-19,40094.39,,Mar-19,Individual,732697,1,8.0,3600,23.0,1,8440,61.0,72900,3,91587.0,0.0,100.1,131.0,168,15,8,40.0,1.0,,3,5,3,5,5,5,8,5,8,2,95.0,812750,73007,19900,15600
2582,2582,2582,15000,15000,15000, 36 months,8.81,475.68,7,,6,65000.0,Verified,Mar-19,Fully Paid,debt_consolidation,CA,3.42,Dec-97,,7,12519,54.7,26,w,0.0,0.0,15102.2622,15102.26,15000.0,102.26,Apr-19,15116.94,,May-19,Individual,296645,0,209.0,0,,2,11611,55.0,22900,2,49441.0,4985.0,71.5,209.0,255,10,10,10.0,11.0,,2,3,2,14,1,6,20,3,6,1,100.0,319089,12519,17500,0
2650,2650,2650,40000,40000,40000, 60 months,20.0,1059.76,4,10.0,6,40000.0,Not Verified,Mar-19,Fully Paid,credit_card,CA,41.9,Dec-01,11.0,17,33186,88.7,43,w,0.0,0.0,40907.83422,40907.83,40000.0,907.83,Apr-19,40996.72,,May-19,Joint App,707463,1,36.0,3302,33.0,3,6579,77.0,37400,4,41615.0,1349.0,91.4,207.0,194,18,13,21.0,2.0,11.0,5,14,6,15,9,15,28,14,17,0,93.0,729272,36488,15600,10147
2749,2749,2749,15000,15000,15000, 36 months,14.74,518.08,5,10.0,6,94000.0,Source Verified,Mar-19,Fully Paid,house,IL,22.74,Aug-03,36.0,13,12664,44.9,37,w,0.0,0.0,15019.53383,15019.53,15000.0,19.53,Apr-19,15031.81,,Mar-19,Individual,244500,5,10.0,45790,69.0,1,6929,54.0,28200,3,18808.0,5914.0,61.1,165.0,187,19,10,19.0,7.0,36.0,4,6,3,8,13,7,21,6,11,2,91.9,299286,58454,15200,55199
2801,2801,2801,4000,4000,4000, 36 months,12.4,133.63,6,2.0,5,68500.0,Not Verified,Mar-19,Charged Off,home_improvement,CA,9.74,Oct-06,1.0,10,4278,20.5,17,w,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,Mar-19,Individual,7163,3,6.0,2885,10.0,3,2810,15.0,20900,4,716.0,12806.0,21.4,149.0,138,4,4,49.0,6.0,1.0,2,3,4,4,8,7,9,3,10,2,88.2,49298,7163,16300,28398
3010,3010,3010,5000,5000,5000, 36 months,20.0,185.82,4,7.0,6,50000.0,Not Verified,Mar-19,Fully Paid,other,AZ,11.33,Dec-92,26.0,8,10626,37.7,27,f,0.0,0.0,5041.667778,5041.67,5000.0,41.67,Apr-19,52.78,,May-19,Individual,113740,2,14.0,103114,72.0,6,3702,42.0,28200,7,14218.0,16745.0,38.7,123.0,315,7,7,7.0,7.0,43.0,5,6,5,7,16,6,11,6,8,3,54.5,114067,113740,27300,85867
3040,3040,3040,9000,9000,9000, 36 months,13.08,303.6,6,8.0,6,100000.0,Source Verified,Mar-19,Fully Paid,other,CA,2.86,Nov-09,28.0,14,4786,13.1,25,w,0.0,0.0,9003.7605,9003.76,9000.0,3.76,Apr-19,9016.84,,Mar-19,Individual,4786,0,75.0,0,,5,1401,13.0,36500,5,342.0,16274.0,18.2,112.0,60,6,6,11.0,2.0,28.0,6,9,8,8,10,14,14,9,14,2,88.0,36500,4786,19900,0
3079,3079,3079,17000,17000,17000, 36 months,17.97,614.34,4,5.0,5,37000.0,Not Verified,Mar-19,Charged Off,credit_card,CA,22.32,Jun-06,46.0,6,3703,26.6,24,f,17000.0,17000.0,0.0,0.0,0.0,0.0,,0.0,Jun-19,May-19,Individual,31526,2,23.0,27823,73.0,4,701,60.0,13900,5,5254.0,6699.0,9.5,138.0,153,3,3,3.0,23.0,46.0,1,2,2,9,8,4,16,2,6,2,91.7,52229,31526,7400,38329
3092,3092,3092,21775,21775,21775, 36 months,17.97,786.9,4,3.0,5,150000.0,Source Verified,Mar-19,Charged Off,debt_consolidation,GA,4.31,Aug-01,29.0,4,6583,27.3,14,w,21775.0,21775.0,0.0,0.0,0.0,0.0,,0.0,Jun-19,May-19,Individual,6583,0,58.0,0,,0,3512,27.0,24100,0,1646.0,8475.0,39.9,130.0,211,41,41,41.0,2.0,29.0,3,4,3,6,6,4,7,4,4,0,71.4,24100,6583,14100,0
3100,3100,3100,20000,20000,19975, 36 months,14.74,690.77,5,10.0,6,145000.0,Source Verified,Mar-19,Fully Paid,debt_consolidation,OR,5.26,Mar-13,18.0,10,5697,41.3,13,f,0.0,0.0,20213.23644,20187.97,20000.0,213.24,Apr-19,629.62,,May-19,Individual,452700,1,23.0,10064,78.0,1,3198,59.0,13800,3,45270.0,7103.0,44.5,49.0,72,3,3,3.0,0.0,,7,7,7,7,3,8,8,7,10,2,92.3,463626,15761,12800,12887
3214,3214,3214,16500,16500,16500, 36 months,12.4,551.2,6,6.0,6,97000.0,Source Verified,Mar-19,Fully Paid,debt_consolidation,OR,31.2,Jul-09,,10,7441,36.1,12,f,0.0,0.0,16789.02729,16789.03,16500.0,289.03,Apr-19,16811.76,,May-19,Individual,405138,4,5.0,139814,86.0,1,3637,58.0,20600,5,40514.0,13159.0,36.1,116.0,58,9,5,9.0,4.0,,5,5,5,5,6,5,5,5,10,3,100.0,412425,147255,20600,126716
3338,3338,3338,20000,20000,20000, 36 months,20.0,743.28,4,,6,114146.0,Verified,Mar-19,Fully Paid,debt_consolidation,AZ,6.93,Aug-05,,6,4053,36.8,9,w,0.0,0.0,20211.11333,20211.11,20000.0,211.11,Apr-19,20233.33,,Apr-19,Joint App,64846,3,7.0,60793,86.0,3,0,71.0,11000,5,10808.0,,,163.0,21,10,7,,,,0,3,0,0,6,3,3,3,6,3,100.0,76979,64846,0,65979
3430,3430,3430,29500,29500,29500, 60 months,14.74,697.79,5,10.0,6,80000.0,Verified,Mar-19,Fully Paid,debt_consolidation,NC,33.38,Oct-95,57.0,15,22414,53.0,52,w,0.0,0.0,29897.90469,29897.9,29500.0,397.9,Apr-19,29922.06,,May-19,Individual,154170,6,6.0,67159,57.0,6,4030,56.0,42300,8,11012.0,6018.0,51.5,169.0,281,0,0,17.0,6.0,57.0,2,4,2,12,13,8,36,4,15,3,96.2,229660,89573,12400,105960
3448,3448,3448,12600,12600,12600, 36 months,7.02,389.17,7,10.0,5,50000.0,Source Verified,Mar-19,Fully Paid,debt_consolidation,OK,10.01,Apr-99,,6,3972,45.1,13,w,0.0,0.0,12612.31215,12612.31,12600.0,12.31,Apr-19,12617.22,,May-19,Individual,35117,2,25.0,31145,93.0,1,3645,83.0,8800,1,7023.0,3828.0,50.9,239.0,167,20,20,99.0,,,2,2,3,4,8,4,5,2,6,0,100.0,42327,35117,7800,33527
3452,3452,3452,40000,40000,40000, 60 months,8.19,814.7,7,6.0,6,176000.0,Not Verified,Mar-19,Fully Paid,debt_consolidation,VA,8.99,Aug-07,10.0,13,38014,26.6,31,w,0.0,0.0,40100.1,40100.1,40000.0,100.1,Apr-19,40118.3,,Apr-19,Individual,590079,2,21.0,27427,59.0,2,19600,38.0,130600,5,45391.0,83781.0,27.1,137.0,139,22,10,22.0,12.0,10.0,3,4,8,14,8,10,20,4,13,1,93.5,707900,65441,119100,46300
3555,3555,3555,3000,3000,3000, 36 months,8.19,94.28,7,10.0,6,105000.0,Not Verified,Mar-19,Fully Paid,debt_consolidation,MA,22.75,Nov-88,13.0,33,9791,6.7,56,w,0.0,0.0,3039.7519899999998,3039.75,3000.0,39.75,May-19,2946.83,,May-19,Individual,356820,4,2.0,65863,84.0,6,1232,36.0,178300,11,10813.0,127443.0,5.0,163.0,364,6,2,14.0,2.0,13.0,8,15,12,19,10,28,42,15,33,6,85.7,541133,75654,132800,78833
3588,3588,3588,5000,5000,5000, 36 months,8.19,157.13,7,,6,96000.0,Source Verified,Mar-19,Fully Paid,debt_consolidation,GA,14.06,Dec-99,54.0,9,9497,42.8,28,w,0.0,0.0,5054.035327000001,5054.04,5000.0,54.04,Apr-19,5056.32,,May-19,Individual,363871,3,2.0,21756,88.0,0,2143,67.0,22200,5,40430.0,864.0,81.6,115.0,231,43,2,43.0,2.0,54.0,2,4,2,10,8,5,17,4,9,4,69.2,379809,31253,4700,24609
3614,3614,3614,22000,22000,22000, 36 months,8.19,691.33,7,1.0,6,103000.0,Source Verified,Mar-19,Fully Paid,debt_consolidation,VA,17.48,May-95,41.0,24,17072,58.1,44,w,0.0,0.0,22015.9159,22015.92,22000.0,15.92,Apr-19,22025.93,,May-19,Individual,156732,16,3.0,77778,99.0,3,2690,88.0,29400,7,6531.0,3754.0,43.1,154.0,286,0,0,11.0,3.0,44.0,2,6,3,7,26,7,13,6,24,4,90.7,180986,94850,6600,78936
3639,3639,3639,1000,1000,1000, 36 months,8.19,31.43,7,10.0,6,65000.0,Source Verified,Mar-19,Fully Paid,debt_consolidation,NC,15.51,Sep-01,33.0,10,13796,85.2,31,f,0.0,0.0,1006.1375,1006.14,1000.0,6.14,Apr-19,1006.6,,May-19,Individual,393925,4,6.0,22016,72.0,1,5809,77.0,16200,5,39393.0,308.0,97.8,149.0,210,16,6,16.0,6.0,33.0,3,4,3,4,16,4,10,4,10,2,87.1,416737,35812,13900,30443
3717,3717,3717,12950,12950,12950, 36 months,22.5,497.93,4,1.0,6,47000.0,Source Verified,Mar-19,Fully Paid,debt_consolidation,MI,17.42,Jul-08,,9,6362,25.7,12,w,0.0,0.0,12975.73563,12975.74,12950.0,25.74,Apr-19,12991.93,,Mar-19,Joint App,74339,2,14.0,15130,71.0,3,0,47.0,24800,5,8260.0,8000.0,0.0,128.0,44,6,6,9.0,7.0,,0,4,2,2,3,6,7,4,9,3,100.0,99861,21492,8000,21439
3746,3746,3746,1500,1500,1225, 36 months,11.02,49.13,6,2.0,4,28000.0,Source Verified,Mar-19,Fully Paid,debt_consolidation,KS,19.07,Jul-11,,17,1248,7.2,29,f,0.0,0.0,1515.150833,1237.37,1500.0,15.15,May-19,1516.07,,May-19,Individual,44016,10,3.0,42768,99.0,1,1011,72.0,17400,8,2589.0,16152.0,7.2,92.0,90,6,3,6.0,1.0,,3,3,7,10,15,7,14,3,17,6,100.0,60784,44016,17400,43384
3770,3770,3770,40000,40000,40000, 36 months,11.71,1323.04,6,1.0,5,179000.0,Not Verified,Mar-19,Charged Off,medical,FL,5.58,May-07,,21,106,0.0,27,w,40000.0,40000.0,0.0,0.0,0.0,0.0,,0.0,Jun-19,May-19,Individual,48672,1,9.0,48566,,7,66,0.0,240600,9,2318.0,133794.0,0.1,50.0,142,7,7,14.0,0.0,,2,2,11,14,2,20,24,2,21,5,100.0,294441,48672,133900,53841
3794,3794,3794,20000,20000,20000, 60 months,22.5,558.08,4,10.0,4,80000.0,Verified,Mar-19,Charged Off,credit_card,WI,24.17,May-00,67.0,14,8546,39.4,82,w,20000.0,20000.0,0.0,0.0,0.0,0.0,,0.0,Jun-19,May-19,Individual,74741,4,2.0,66195,98.0,6,4738,84.0,21700,12,5749.0,9579.0,46.8,127.0,226,3,2,3.0,5.0,,3,5,5,11,59,10,23,5,14,6,98.8,89453,74741,18000,67753
3835,3835,3835,20000,20000,20000, 36 months,6.46,612.62,7,2.0,5,51000.0,Not Verified,Mar-19,Fully Paid,credit_card,NJ,8.52,Jan-07,,7,11955,32.8,14,w,0.0,0.0,20036.15583,20036.16,20000.0,36.16,Apr-19,20043.34,,May-19,Individual,13747,2,101.0,1792,22.0,2,3826,31.0,36400,2,1964.0,18778.0,24.6,113.0,146,8,8,8.0,8.0,,2,4,2,2,5,5,9,4,7,1,92.3,44559,13747,24900,8159
3874,3874,3874,1100,1100,1100, 36 months,20.0,40.88,4,5.0,6,27000.0,Source Verified,Mar-19,Fully Paid,major_purchase,IN,36.98,Sep-04,13.0,11,1840,18.8,26,f,0.0,0.0,1103.237093,1103.24,1100.0,3.24,May-19,29.58,,May-19,Joint App,22499,2,9.0,20659,65.0,4,865,54.0,9800,7,2045.0,4578.0,27.3,174.0,65,2,2,8.0,2.0,13.0,2,3,3,4,14,9,11,3,11,5,96.0,41368,22499,6300,31568
3884,3884,3884,18000,18000,18000, 36 months,11.71,595.37,6,1.0,4,48500.0,Source Verified,Mar-19,Fully Paid,debt_consolidation,WI,25.49,Aug-10,,18,5343,36.6,22,w,0.0,0.0,18030.73875,18030.74,18000.0,30.74,Apr-19,18042.45,,Apr-19,Individual,52596,10,7.0,47253,85.0,2,1500,75.0,14600,6,2922.0,7509.0,39.4,103.0,100,7,7,7.0,12.0,,4,5,6,7,13,8,9,5,18,5,100.0,70322,52596,12400,55722
3992,3992,3992,10000,10000,10000, 60 months,14.74,236.54,5,7.0,6,75000.0,Source Verified,Mar-19,Fully Paid,house,NJ,2.58,Dec-07,45.0,11,1597,6.8,21,w,0.0,0.0,10013.01922,10013.02,10000.0,13.02,Apr-19,10021.21,,Mar-19,Individual,85739,2,23.0,13646,182.0,4,1038,49.0,23500,6,7794.0,19259.0,5.1,135.0,92,0,0,0.0,0.0,,2,3,6,8,8,8,12,3,11,4,90.5,102000,15243,20300,7500
4012,4012,4012,32000,32000,32000, 60 months,17.97,812.07,4,5.0,6,211000.0,Not Verified,Mar-19,Fully Paid,credit_card,CA,6.88,Sep-07,61.0,17,24290,32.5,35,w,0.0,0.0,32495.17,32495.17,32000.0,495.17,Apr-19,32527.12,,Apr-19,Individual,289226,6,2.0,42818,55.0,8,18296,36.0,74800,12,17013.0,34110.0,41.6,136.0,138,1,1,1.0,7.0,,3,3,7,12,11,10,20,3,17,7,79.4,348227,67108,58400,48427
4123,4123,4123,10000,10000,10000, 60 months,11.02,217.53,6,4.0,4,94000.0,Verified,Mar-19,Fully Paid,debt_consolidation,LA,14.06,Jan-05,49.0,10,5099,16.9,28,w,0.0,0.0,10057.716,10057.72,10000.0,57.72,Apr-19,2063.84,,May-19,Individual,77864,2,49.0,72765,,4,3379,17.0,30200,4,7786.0,4821.0,41.2,153.0,151,4,4,13.0,8.0,49.0,1,4,2,6,13,8,14,4,10,3,96.4,126896,77864,8200,96696
4177,4177,4177,2400,2400,2400, 36 months,20.0,89.2,4,10.0,6,45000.0,Verified,Mar-19,Fully Paid,vacation,ID,66.11,Sep-79,,17,23829,86.7,61,w,0.0,0.0,2422.663333,2422.66,2400.0,22.66,Apr-19,2425.33,,Apr-19,Joint App,346758,6,11.0,121890,84.0,4,8043,85.0,27500,9,21672.0,5.0,100.0,154.0,474,12,6,20.0,9.0,,2,5,2,6,36,10,19,5,17,3,100.0,371115,145719,12000,141147
4237,4237,4237,6000,6000,6000, 36 months,11.02,196.49,6,10.0,6,170000.0,Verified,Mar-19,Fully Paid,debt_consolidation,CA,5.7,Jul-04,,13,11613,12.2,34,w,0.0,0.0,6062.190314,6062.19,6000.0,62.19,Apr-19,6065.86,,May-19,Individual,547478,2,2.0,55355,98.0,3,8148,25.0,122500,6,42114.0,110887.0,12.2,176.0,92,1,1,1.0,2.0,,6,6,10,15,13,10,17,6,13,4,100.0,669492,66968,122500,58242
4272,4272,4272,8000,8000,8000, 36 months,20.0,297.31,4,2.0,6,130000.0,Verified,Mar-19,Fully Paid,debt_consolidation,UT,20.02,Jun-90,43.0,12,39424,84.1,40,w,0.0,0.0,8246.33703,8246.34,8000.0,246.34,Apr-19,8255.23,,May-19,Individual,305388,4,2.0,39695,74.0,2,30097,78.0,46900,7,25449.0,3288.0,91.9,152.0,342,6,2,6.0,2.0,72.0,2,4,2,4,28,5,8,4,12,5,95.0,374146,80317,40600,53343
4299,4299,4299,1500,1500,1500, 36 months,8.81,47.57,7,10.0,6,73000.0,Source Verified,Mar-19,Fully Paid,other,VA,27.98,Oct-07,82.0,13,7887,48.4,36,f,0.0,0.0,1511.715048,1511.72,1500.0,11.72,Apr-19,1512.45,,Apr-19,Individual,135226,5,11.0,36747,62.0,1,3119,59.0,16300,3,10402.0,1205.0,80.6,132.0,137,4,4,49.0,17.0,,2,4,2,3,14,7,19,4,13,2,97.2,181083,44634,6200,59681
4356,4356,4356,6025,6025,6025, 36 months,15.57,210.55,5,,5,67000.0,Not Verified,Mar-19,Fully Paid,debt_consolidation,MA,19.38,May-07,65.0,13,5772,51.9,18,w,0.0,0.0,6040.16927,6040.17,6025.0,15.17,Mar-19,6045.38,,May-19,Individual,34479,3,6.0,28707,83.0,9,2023,76.0,12900,12,2652.0,3147.0,77.1,142.0,91,4,4,18.0,6.0,65.0,5,8,5,7,6,10,12,8,13,2,88.2,47345,34479,7500,34445
4393,4393,4393,15000,15000,15000, 36 months,6.46,459.47,7,10.0,6,35000.0,Source Verified,Mar-19,Fully Paid,credit_card,AZ,10.94,Dec-04,,14,6444,11.0,24,w,0.0,0.0,15008.159080000001,15008.16,15000.0,8.16,Apr-19,15013.54,,Mar-19,Individual,149822,0,31.0,26255,98.0,3,2879,38.0,58600,3,10702.0,32656.0,16.5,31.0,171,6,6,21.0,10.0,,4,4,7,12,1,12,19,4,14,2,100.0,213360,32699,39100,26760
4394,4394,4394,30000,30000,30000, 36 months,13.9,1023.88,5,10.0,6,250000.0,Source Verified,Mar-19,Charged Off,debt_consolidation,CA,15.46,Apr-04,38.0,10,212720,47.0,20,w,30000.0,30000.0,0.0,0.0,0.0,0.0,,0.0,Jun-19,May-19,Individual,687788,2,25.0,25422,62.0,3,12455,52.0,257000,4,68779.0,27971.0,48.2,68.0,179,3,3,3.0,1.0,38.0,3,5,4,9,5,7,13,5,10,3,95.0,772197,238142,54000,62097
4427,4427,4427,26000,26000,26000, 60 months,13.08,592.65,6,1.0,6,50000.0,Verified,Mar-19,Fully Paid,debt_consolidation,PA,30.94,Dec-01,,10,17237,58.6,32,w,0.0,0.0,26356.65809,26356.66,26000.0,356.66,Apr-19,26375.55,,May-19,Joint App,272143,3,5.0,53167,73.0,1,3257,69.0,29400,6,30238.0,9243.0,26.1,152.0,207,13,5,13.0,1.0,,1,3,4,11,14,6,14,3,10,1,100.0,308462,70404,12500,72846
4438,4438,4438,1400,1400,1400, 36 months,7.02,43.25,7,1.0,5,47256.0,Source Verified,Mar-19,Fully Paid,credit_card,NY,5.21,Sep-04,16.0,7,1332,8.6,27,f,0.0,0.0,1405.4560000000001,1405.46,1400.0,5.46,Apr-19,1406.01,,Apr-19,Individual,12983,2,14.0,11651,61.0,1,1332,36.0,15400,2,1855.0,12368.0,9.7,174.0,173,14,14,14.0,14.0,16.0,1,1,3,5,12,4,14,1,7,0,92.0,36593,12983,13700,19085
4495,4495,4495,33000,33000,33000, 60 months,11.02,717.83,6,2.0,5,78769.0,Source Verified,Mar-19,Fully Paid,credit_card,WA,32.39,Jan-01,,20,22829,45.0,32,w,0.0,0.0,33282.85,33282.85,33000.0,282.85,Apr-19,33303.05,,Apr-19,Individual,160795,11,18.0,137966,96.0,2,7470,69.0,50700,3,8933.0,25845.0,39.0,142.0,218,1,1,57.0,0.0,,5,7,5,8,20,9,12,7,20,2,100.0,239410,160795,42400,188710
4507,4507,4507,1200,1200,925, 36 months,12.4,40.09,6,2.0,5,42482.0,Not Verified,Mar-19,Fully Paid,other,CA,21.89,Sep-14,,8,1448,10.1,14,f,0.0,0.0,1208.263333,931.37,1200.0,8.26,Apr-19,1209.09,,May-19,Individual,30576,2,13.0,29128,71.0,3,778,25.0,14300,5,3822.0,9035.0,9.7,46.0,54,3,3,3.0,13.0,,2,3,3,7,4,6,10,3,8,1,100.0,56541,30576,10000,42241
4552,4552,4552,4000,4000,4000, 36 months,28.8,167.19,4,9.0,5,57500.0,Not Verified,Mar-19,Fully Paid,debt_consolidation,TX,12.0,Jul-07,,10,3025,14.8,33,w,0.0,0.0,4127.316576,4127.32,4000.0,127.32,Apr-19,4133.72,,May-19,Individual,17196,2,3.0,14171,87.0,8,1453,47.0,20500,14,1720.0,16444.0,14.8,140.0,97,0,0,4.0,0.0,,6,7,6,15,12,8,20,7,10,5,100.0,36892,17196,19300,16392
4586,4586,4586,22000,22000,22000, 36 months,8.19,691.33,7,10.0,6,100000.0,Source Verified,Mar-19,Fully Paid,home_improvement,PA,19.69,Sep-99,19.0,14,11014,32.1,26,w,0.0,0.0,22135.135,22135.13,22000.0,135.13,Apr-19,22145.15,,May-19,Individual,304957,3,7.0,79766,86.0,5,2957,44.0,34300,9,21783.0,12480.0,44.0,234.0,96,0,0,4.0,2.0,,7,9,7,7,13,10,12,9,14,7,92.3,341800,90780,22300,87000
4677,4677,4677,15000,15000,15000, 60 months,17.19,374.33,5,2.0,6,100000.0,Verified,Mar-19,Fully Paid,debt_consolidation,NM,18.73,Jan-95,81.0,26,17092,22.1,55,w,0.0,0.0,15143.377719999999,15143.38,15000.0,143.38,Apr-19,3679.7,,May-19,Individual,420794,2,1.0,56723,97.0,8,8132,28.0,77400,15,16184.0,32715.0,27.0,290.0,189,3,1,3.0,1.0,81.0,6,14,11,16,19,21,33,14,26,9,98.2,488622,73815,44800,56913
4729,4729,4729,20000,20000,20000, 60 months,17.19,499.1,5,,4,46000.0,Not Verified,Mar-19,Fully Paid,debt_consolidation,GA,30.5,Apr-08,,8,19478,54.3,9,w,0.0,0.0,20181.45,20181.45,20000.0,181.45,Apr-19,20200.55,,Apr-19,Individual,43422,2,19.0,23944,70.0,1,6610,62.0,35900,3,5428.0,14422.0,57.5,131.0,89,10,10,10.0,19.0,,5,5,5,5,3,6,6,5,8,1,100.0,69966,43422,33900,34066
4757,4757,4757,20000,20000,20000, 60 months,11.71,441.97,6,2.0,4,200000.0,Source Verified,Mar-19,Charged Off,debt_consolidation,WA,13.99,May-03,,21,5805,5.5,41,w,20000.0,20000.0,0.0,0.0,0.0,0.0,,0.0,Jun-19,Apr-19,Individual,40221,3,8.0,34416,54.0,2,4432,25.0,142200,4,1915.0,103095.0,8.6,138.0,190,8,8,8.0,8.0,,5,5,10,16,9,18,32,5,21,3,100.0,206140,40221,108900,63940
4820,4820,4820,24000,24000,24000, 36 months,8.19,754.18,7,10.0,6,50000.0,Source Verified,Mar-19,Fully Paid,credit_card,MS,78.11,Jan-05,,11,12423,40.2,38,w,0.0,0.0,24325.49542,24325.5,24000.0,325.5,May-19,24336.42,,May-19,Joint App,336749,3,5.0,126897,87.0,1,4269,54.0,30900,6,30614.0,11377.0,52.2,141.0,170,20,5,20.0,0.0,,4,4,5,6,25,7,10,4,11,2,100.0,399736,139320,23800,155136
4844,4844,4844,14925,14925,14900, 60 months,16.4,366.13,5,3.0,6,133500.0,Source Verified,Mar-19,Fully Paid,home_improvement,UT,4.67,Jul-98,33.0,8,17569,74.1,13,f,0.0,0.0,15189.35326,15163.91,14925.0,264.35,Apr-19,15202.95,,May-19,Individual,455813,2,45.0,5863,27.0,2,5196,52.0,23700,3,56977.0,3853.0,76.9,173.0,248,15,15,15.0,10.0,,3,4,3,3,3,5,7,4,8,0,92.3,485094,23432,16700,21394
4946,4946,4946,14000,14000,14000, 60 months,12.4,314.26,6,8.0,6,190000.0,Source Verified,Mar-19,Fully Paid,small_business,WA,2.72,Jun-00,62.0,13,20631,37.0,35,f,0.0,0.0,14120.56,14120.56,14000.0,120.56,Apr-19,14130.2,,Apr-19,Individual,1141076,0,23.0,0,,1,13983,37.0,55700,5,87775.0,18463.0,51.5,220.0,225,5,5,34.0,0.0,,2,3,7,7,14,10,14,3,13,3,97.1,1188980,20631,38100,0
4950,4950,4950,1100,1100,1100, 36 months,7.56,34.25,7,1.0,5,92000.0,Not Verified,Mar-19,Fully Paid,medical,CA,11.31,Feb-01,52.0,7,171,0.3,18,f,0.0,0.0,1108.947891,1108.95,1100.0,8.95,Apr-19,1109.41,,May-19,Individual,20100,2,14.0,19929,50.0,1,166,20.0,58300,2,3350.0,58129.0,0.3,217.0,145,23,14,23.0,14.0,52.0,2,2,5,8,8,5,10,2,7,0,94.4,98593,20100,58300,40293
4973,4973,4973,12000,12000,12000, 36 months,12.4,400.87,6,3.0,5,53000.0,Not Verified,Mar-19,Fully Paid,debt_consolidation,NJ,7.68,Dec-06,47.0,6,10671,59.0,20,w,0.0,0.0,12049.94111,12049.94,12000.0,49.94,Apr-19,12058.21,,May-19,Individual,10671,0,20.0,0,,2,4781,59.0,18100,3,1779.0,3963.0,69.0,132.0,147,2,2,2.0,16.0,67.0,3,5,3,8,4,6,16,5,6,1,90.0,18100,10671,12800,0
5054,5054,5054,40000,40000,40000, 36 months,6.46,1225.24,7,4.0,6,103000.0,Not Verified,Mar-19,Fully Paid,major_purchase,CT,9.2,Dec-94,,6,5552,10.1,16,w,0.0,0.0,40235.95611,40235.96,40000.0,235.96,Apr-19,40250.32,,Apr-19,Joint App,269421,3,10.0,30827,56.0,0,2908,33.0,55000,1,44904.0,49448.0,10.1,156.0,291,58,10,144.0,0.0,,2,2,2,6,7,2,7,2,6,1,100.0,378243,36379,55000,55243
5147,5147,5147,4000,4000,4000, 36 months,17.19,142.99,5,6.0,5,50000.0,Source Verified,Mar-19,Fully Paid,credit_card,PA,15.87,Nov-13,39.0,9,2728,20.2,12,w,0.0,0.0,4022.92,4022.92,4000.0,22.92,Apr-19,26.74,,May-19,Individual,24675,2,8.0,21947,88.0,4,2728,64.0,13500,6,2742.0,7772.0,26.0,36.0,64,6,6,6.0,6.0,39.0,1,1,5,6,4,7,8,1,9,3,91.7,38565,24675,10500,25065
