loan_status,int_rate,purpose,addr_state,funded_amnt,installment,emp_length,annual_inc,last_pymnt_amnt,num_actv_rev_tl,num_sats,avg_cur_bal
Fully Paid,7.56%,major_purchase,MI,6000,186.81,4 years,99000.0,7.37,4,12,21403.0
Fully Paid,20.00%,medical,VA,25000,929.09,2 years,100006.0,25071.94,1,7,17214.0
In Grace Period,12.40%,car,WI,3500,116.92,< 1 year,30000.0,116.92,3,10,8032.0
Fully Paid,11.02%,home_improvement,NY,12000,392.98,10+ years,350000.0,12038.88,4,7,2914.0
Late (31-120 days),20.00%,credit_card,NY,4000,148.66,1 year,76000.0,0.0,5,17,4392.0
Fully Paid,22.50%,debt_consolidation,CA,6000,230.7,3 years,40000.0,118.75,3,4,5300.0
In Grace Period,7.56%,debt_consolidation,PA,35000,1089.69,10+ years,128000.0,1089.69,3,8,41351.0
Fully Paid,14.74%,credit_card,CA,12000,283.85,9 years,38000.0,12211.02,5,8,2773.0
Fully Paid,15.57%,debt_consolidation,WA,14400,503.21,6 years,74500.0,14480.96,7,13,4587.0
In Grace Period,13.90%,credit_card,MA,10000,341.3,10+ years,135000.0,341.3,12,20,26485.0
Fully Paid,11.02%,credit_card,GA,8000,261.99,5 years,45000.0,7890.21,8,10,12313.0
Fully Paid,20.00%,credit_card,AZ,33600,1248.7,3 years,85000.0,33696.69,8,11,7936.0
Fully Paid,14.74%,major_purchase,NV,12000,414.46,3 years,85000.0,11914.61,6,25,18733.0
Fully Paid,17.97%,debt_consolidation,AR,12000,433.65,10+ years,140000.0,12214.88,11,16,4388.0
Late (31-120 days),7.56%,credit_card,NY,12000,373.61,10+ years,45000.0,0.0,2,7,621.0
Fully Paid,11.71%,credit_card,PA,17000,562.3,< 1 year,55000.0,17082.95,7,16,9923.0
Fully Paid,11.71%,credit_card,NY,16000,529.22,8 years,58000.0,562.2,7,15,7791.0
Fully Paid,28.80%,debt_consolidation,FL,6000,250.79,10+ years,43000.0,6024.86,4,8,4858.0
Fully Paid,15.57%,debt_consolidation,OH,12000,419.35,10+ years,65000.0,12145.32,3,8,22472.0
Fully Paid,20.00%,debt_consolidation,AL,26400,699.44,10+ years,246600.0,26475.97,9,26,12747.0
Fully Paid,20.00%,home_improvement,TX,4600,170.96,6 years,90000.0,153.27,4,10,15728.0
Fully Paid,18.94%,debt_consolidation,TX,30000,1098.78,< 1 year,300000.0,29929.07,11,23,15650.0
Fully Paid,17.97%,credit_card,CA,25000,634.43,10+ years,43000.0,25077.12,6,10,2481.0
Late (31-120 days),17.19%,debt_consolidation,MS,5950,212.7,10+ years,150000.0,0.0,4,7,57991.0
Fully Paid,8.19%,credit_card,TX,14000,439.94,8 years,99500.0,14019.11,11,27,17585.0
Late (16-30 days),13.90%,credit_card,TX,15000,348.25,4 years,92000.0,150.0,11,22,13081.0
In Grace Period,11.71%,credit_card,OH,30000,662.95,< 1 year,136000.0,689.95,3,13,6814.0
Fully Paid,16.40%,other,CA,1000,35.36,2 years,65000.0,0.91,1,3,49.0
Late (31-120 days),17.19%,credit_card,LA,7800,278.83,5 years,47000.0,0.0,4,11,29138.0
In Grace Period,13.08%,debt_consolidation,TX,14000,319.12,7 years,121000.0,654.2,3,7,28290.0
Fully Paid,12.40%,moving,OK,3000,100.22,6 years,90000.0,3062.63,5,11,17477.0
In Grace Period,14.74%,debt_consolidation,FL,10000,345.39,10+ years,75000.0,345.39,7,14,15407.0
Fully Paid,16.40%,credit_card,FL,5000,176.78,,38000.0,5027.74,6,8,10585.0
Fully Paid,20.00%,debt_consolidation,CA,25000,662.35,10+ years,100000.0,25291.67,6,7,44203.0
Late (31-120 days),28.80%,other,CT,10000,417.97,10+ years,123000.0,424.97,5,14,22735.0
Fully Paid,25.00%,debt_consolidation,NY,8000,318.08,6 years,40000.0,11.11,12,17,3189.0
Fully Paid,11.71%,debt_consolidation,PA,9000,297.69,1 year,53500.0,9093.54,3,7,3130.0
Fully Paid,22.50%,debt_consolidation,CA,18000,692.1,5 years,52000.0,18421.83,5,11,1700.0
Fully Paid,12.40%,debt_consolidation,CA,2000,66.82,2 years,55000.0,1116.79,1,5,32258.0
Fully Paid,11.02%,credit_card,MO,4000,131.0,,40000.0,4023.26,4,10,149.0
Late (16-30 days),20.00%,car,NC,14400,535.16,1 year,60000.0,0.0,6,10,4164.0
Late (31-120 days),12.40%,vacation,NJ,1500,50.11,10+ years,91000.0,0.0,11,16,14542.0
Fully Paid,28.80%,debt_consolidation,OH,9000,376.18,1 year,27252.0,9122.4,4,7,3297.0
Fully Paid,11.71%,debt_consolidation,IL,15000,496.14,3 years,65000.0,15025.27,4,6,41834.0
Late (31-120 days),14.74%,debt_consolidation,CA,22000,520.39,10+ years,150000.0,0.0,2,3,198765.0
Late (31-120 days),8.81%,debt_consolidation,PA,18000,570.81,10+ years,40000.0,0.0,14,26,9415.0
Fully Paid,7.02%,debt_consolidation,CA,10000,308.87,2 years,236000.0,10109.83,5,8,19775.0
Fully Paid,13.90%,credit_card,MA,13000,443.68,10+ years,89000.0,13115.45,7,15,2693.0
Late (31-120 days),8.19%,credit_card,FL,15000,471.37,10+ years,220000.0,0.0,4,14,36333.0
In Grace Period,20.00%,debt_consolidation,TX,5000,185.82,< 1 year,95000.0,350.0,2,11,3974.0
Fully Paid,13.90%,debt_consolidation,NJ,5400,184.3,3 years,60000.0,0.76,4,17,539.0
Fully Paid,8.19%,debt_consolidation,CA,32000,1005.58,,120000.0,32203.84,3,6,2688.0
Fully Paid,11.71%,debt_consolidation,AL,6500,215.0,10+ years,36400.0,6418.44,8,16,1369.0
Fully Paid,13.08%,car,NJ,16000,364.71,5 years,140000.0,16208.87,3,8,2357.0
Fully Paid,13.90%,debt_consolidation,VA,25000,853.23,10+ years,70000.0,25031.85,12,13,23386.0
Fully Paid,15.57%,home_improvement,PA,6000,209.68,6 years,70000.0,57.09,10,12,14700.0
Fully Paid,8.19%,debt_consolidation,IN,40000,814.7,< 1 year,500000.0,40030.58,7,18,94982.0
Fully Paid,10.33%,debt_consolidation,GA,6000,194.54,10+ years,58000.0,6041.32,5,9,1502.0
Fully Paid,10.33%,home_improvement,CT,40000,856.4,10+ years,100000.0,40037.88,1,7,41354.0
Fully Paid,11.02%,home_improvement,TX,25000,543.81,10+ years,110000.0,25229.58,10,19,20822.0
Fully Paid,20.00%,debt_consolidation,OH,2750,102.2,10+ years,72000.0,2794.31,3,8,54304.0
Charged Off,7.02%,home_improvement,OH,8000,247.09,10+ years,73000.0,0.0,4,16,11580.0
Fully Paid,20.00%,major_purchase,MS,10000,371.64,,108000.0,10111.11,6,13,7644.0
Fully Paid,11.71%,debt_consolidation,CA,23500,777.29,3 years,84000.0,23524.84,13,18,15831.0
Fully Paid,8.81%,home_improvement,OH,35000,1109.9,4 years,130000.0,35028.27,2,10,33521.0
Fully Paid,15.57%,debt_consolidation,AZ,16500,397.49,10+ years,72000.0,16699.82,4,9,29005.0
Fully Paid,10.33%,debt_consolidation,NJ,15000,486.34,1 year,102000.0,15246.77,4,8,6745.0
Fully Paid,25.00%,home_improvement,TX,24000,954.24,10+ years,120000.0,24500.0,3,11,39209.0
Fully Paid,8.19%,debt_consolidation,NY,8000,251.4,10+ years,47000.0,8016.38,4,20,1633.0
Charged Off,17.19%,home_improvement,NY,6400,228.79,7 years,69000.0,0.0,7,8,4516.0
Fully Paid,25.00%,debt_consolidation,NY,20000,795.2,2 years,15600.0,20045.83,4,6,610.0
Fully Paid,17.19%,debt_consolidation,IN,10000,249.55,,34000.0,10171.82,3,7,19769.0
Fully Paid,13.08%,debt_consolidation,TX,2300,77.59,,60000.0,2339.69,10,16,1501.0
Fully Paid,28.80%,debt_consolidation,IL,10000,316.21,1 year,36000.0,10224.0,3,6,3670.0
Fully Paid,17.97%,home_improvement,FL,12000,433.65,10+ years,150000.0,12043.01,4,7,41035.0
Fully Paid,12.40%,credit_card,AR,5000,167.03,,10320.0,4026.01,3,6,1205.0
Fully Paid,16.40%,debt_consolidation,NY,8000,282.84,6 years,38000.0,5615.49,3,13,1342.0
Fully Paid,7.56%,credit_card,VA,12000,373.61,1 year,60000.0,12127.21,5,10,24992.0
Fully Paid,16.40%,credit_card,NJ,24000,588.75,10+ years,75000.0,24457.77,6,9,8068.0
Fully Paid,13.90%,debt_consolidation,CT,30000,696.5,9 years,62000.0,30038.92,1,4,35066.0
In Grace Period,20.00%,debt_consolidation,NY,15000,557.46,1 year,77000.0,557.46,3,7,1957.0
In Grace Period,17.19%,other,TN,25000,623.88,< 1 year,32000.0,623.88,8,13,2460.0
In Grace Period,11.71%,debt_consolidation,NH,30000,662.95,10+ years,44000.0,662.95,5,11,14575.0
In Grace Period,20.00%,credit_card,IL,25000,662.35,1 year,70000.0,700.0,11,13,7736.0
Fully Paid,25.00%,debt_consolidation,MO,25000,994.0,10+ years,68000.0,25057.29,5,13,12479.0
In Grace Period,17.19%,debt_consolidation,NJ,30000,1072.43,7 years,75000.0,1072.43,22,23,2045.0
Fully Paid,10.33%,medical,WA,6000,194.54,10+ years,54000.0,6013.77,3,10,30277.0
Fully Paid,14.74%,major_purchase,IL,10000,236.54,10+ years,100000.0,10013.51,3,13,9766.0
Fully Paid,10.33%,major_purchase,MI,10000,324.23,4 years,10000.0,10009.47,3,6,2192.0
In Grace Period,8.81%,home_improvement,TX,7000,221.98,,36000.0,221.98,12,15,3854.0
Fully Paid,13.08%,debt_consolidation,NC,17500,590.32,3 years,98000.0,17678.03,9,12,32230.0
Fully Paid,20.00%,debt_consolidation,VA,30000,1114.91,10+ years,137512.0,30109.4,2,14,10717.0
Late (16-30 days),13.90%,debt_consolidation,VA,9600,327.64,6 years,56000.0,327.64,4,8,4500.0
Fully Paid,17.97%,debt_consolidation,MD,3000,108.42,1 year,45000.0,3050.79,2,3,3302.0
In Grace Period,13.90%,debt_consolidation,VA,15000,511.94,2 years,67900.0,511.94,6,9,3370.0
Fully Paid,6.46%,home_improvement,TX,5000,153.16,10+ years,100000.0,5036.54,2,11,19156.0
Fully Paid,6.46%,debt_consolidation,TX,3500,107.21,1 year,50000.0,3526.8,1,4,37519.0
Fully Paid,17.19%,other,IL,25000,893.69,< 1 year,200000.0,25039.39,5,13,6584.0
Fully Paid,16.40%,debt_consolidation,NY,6400,226.28,2 years,28000.0,6409.62,2,4,4832.0
Fully Paid,11.71%,credit_card,AL,5500,181.92,3 years,100000.0,5572.89,5,13,8626.0
Fully Paid,28.90%,debt_consolidation,WA,1250,52.32,,14400.0,1298.83,7,7,206.0
Fully Paid,20.00%,debt_consolidation,GA,19000,503.39,3 years,65000.0,19619.77,5,7,5778.0
Fully Paid,17.97%,car,AZ,8000,289.1,10+ years,185000.0,8013.18,7,15,35803.0
Fully Paid,11.71%,debt_consolidation,VA,16175,535.01,6 years,106000.0,97.63,5,12,28688.0
Late (31-120 days),17.97%,debt_consolidation,NJ,24000,867.3,< 1 year,93000.0,0.0,7,9,4783.0
Fully Paid,11.71%,vacation,NJ,2400,79.39,2 years,54000.0,2402.58,4,6,1041.0
Fully Paid,7.56%,debt_consolidation,NH,5000,155.67,2 years,38000.0,5011.8,1,12,18749.0
In Grace Period,16.40%,debt_consolidation,NV,25000,883.88,1 year,60000.0,883.88,7,8,3533.0
Fully Paid,20.00%,debt_consolidation,NY,7000,260.15,< 1 year,35000.0,7066.11,4,6,1350.0
Fully Paid,11.71%,debt_consolidation,MN,9000,297.69,10+ years,125000.0,9090.68,10,12,12402.0
Fully Paid,11.80%,credit_card,CA,40000,885.75,10+ years,65000.0,40041.3,1,7,19704.0
Fully Paid,13.08%,credit_card,MI,6000,202.4,10+ years,70000.0,6007.19,5,10,11056.0
Fully Paid,16.40%,small_business,IN,16000,565.68,2 years,120000.0,16024.49,8,8,281.0
In Grace Period,10.33%,credit_card,FL,7000,226.96,,17775.0,226.96,5,8,1257.0
In Grace Period,13.90%,debt_consolidation,NY,40000,928.66,6 years,87000.0,928.66,2,20,6645.0
Fully Paid,11.71%,credit_card,TX,8350,276.19,,30463.0,8251.16,3,9,13507.0
Fully Paid,11.71%,other,IL,14000,463.07,5 years,28000.0,14247.81,4,13,14778.0
Fully Paid,7.02%,debt_consolidation,CO,6000,185.32,4 years,40000.0,6026.91,1,6,50527.0
Fully Paid,28.80%,debt_consolidation,OH,20000,632.41,5 years,53000.0,20064.0,13,19,6488.0
In Grace Period,17.19%,debt_consolidation,NY,30000,1072.43,5 years,97000.0,1072.43,4,13,4833.0
In Grace Period,17.19%,debt_consolidation,MA,8500,303.86,1 year,125000.0,303.86,3,6,67362.0
Fully Paid,12.40%,other,NC,8000,267.25,10+ years,55000.0,8114.97,2,11,15091.0
Fully Paid,8.81%,credit_card,PA,12000,380.54,10+ years,81000.0,12005.87,17,24,5332.0
Fully Paid,12.40%,debt_consolidation,TX,40000,897.89,1 year,160000.0,40590.27,1,4,83574.0
Fully Paid,7.56%,debt_consolidation,GA,30000,934.02,10+ years,89000.0,30020.16,4,9,27405.0
Fully Paid,22.50%,debt_consolidation,NY,25000,961.25,10+ years,108000.0,25051.56,3,9,21255.0
Fully Paid,7.02%,debt_consolidation,NJ,15000,463.3,< 1 year,165000.0,14170.77,6,10,2260.0
Fully Paid,8.19%,debt_consolidation,FL,8000,251.4,< 1 year,150000.0,7867.3,7,12,3358.0
Fully Paid,15.57%,other,CT,4000,139.79,< 1 year,102500.0,4005.71,4,12,14863.0
Fully Paid,17.97%,other,PA,30000,1084.13,10+ years,85917.0,30064.39,5,11,29706.0
Fully Paid,13.90%,car,CA,12000,278.6,10+ years,186500.0,12134.37,6,15,36238.0
Fully Paid,11.71%,credit_card,MO,3000,99.23,1 year,16800.0,3003.22,2,5,2115.0
Late (31-120 days),11.71%,debt_consolidation,CO,3200,105.85,10+ years,36000.0,0.0,3,10,3730.0
Fully Paid,15.57%,debt_consolidation,MI,22625,790.64,10+ years,145000.0,22771.78,4,18,14288.0
Fully Paid,7.02%,credit_card,IL,4000,123.55,2 years,42000.0,4002.42,3,9,2659.0
Fully Paid,8.19%,debt_consolidation,MI,12000,377.09,9 years,114000.0,29.29,3,9,25034.0
Fully Paid,15.57%,small_business,NV,35000,1223.08,1 year,90000.0,35123.82,2,12,5202.0
In Grace Period,28.80%,credit_card,OH,15175,479.84,10+ years,98000.0,479.84,16,21,18651.0
Fully Paid,16.40%,debt_consolidation,MN,14000,494.97,10+ years,71400.0,14363.08,7,14,3468.0
Fully Paid,15.57%,debt_consolidation,PA,12000,419.35,10+ years,150000.0,11403.92,20,31,10047.0
Fully Paid,12.40%,credit_card,IL,14000,467.68,,44000.0,14015.91,2,9,5118.0
Fully Paid,17.97%,debt_consolidation,WA,16800,607.11,10+ years,125000.0,16714.81,5,14,25464.0
Fully Paid,8.19%,debt_consolidation,FL,25000,785.61,9 years,150000.0,25143.47,3,6,8482.0
Fully Paid,11.71%,credit_card,MD,10000,330.76,5 years,60000.0,10032.53,1,5,15188.0
Fully Paid,13.90%,debt_consolidation,FL,16000,546.07,10+ years,150000.0,16264.91,5,8,43977.0
Fully Paid,11.02%,debt_consolidation,TX,22000,478.56,10+ years,66000.0,22388.23,6,13,22504.0
Fully Paid,17.19%,credit_card,NY,35000,873.42,< 1 year,85500.0,35584.05,3,16,2690.0
Fully Paid,11.02%,car,NV,11200,366.78,3 years,59000.0,11224.0,1,3,12174.0
Fully Paid,8.81%,credit_card,CA,5800,183.93,< 1 year,83000.0,5825.55,3,11,668.0
Fully Paid,28.80%,debt_consolidation,FL,18675,590.51,1 year,40000.0,18755.08,7,8,26041.0
Fully Paid,11.71%,debt_consolidation,GA,12000,396.92,10+ years,47000.0,12020.92,3,11,1987.0
Fully Paid,20.00%,credit_card,AR,30000,1114.91,2 years,75000.0,30089.33,22,30,5636.0
Fully Paid,11.02%,debt_consolidation,CA,25000,543.81,10+ years,150000.0,25418.5,4,45,20724.0
Fully Paid,15.57%,debt_consolidation,CA,6000,209.68,2 years,18000.0,6059.69,6,15,34363.0
In Grace Period,17.97%,debt_consolidation,CA,10000,361.38,4 years,80000.0,361.38,1,16,17376.0
Fully Paid,10.33%,debt_consolidation,TX,4800,155.63,4 years,56000.0,38.68,2,8,4676.0
Fully Paid,7.56%,debt_consolidation,PA,9400,292.66,10+ years,65000.0,3754.35,1,5,24736.0
Fully Paid,14.74%,credit_card,NY,16000,378.46,< 1 year,78000.0,16034.72,8,9,2855.0
Fully Paid,20.00%,debt_consolidation,FL,4000,148.66,9 years,140000.0,4028.89,10,29,9919.0
Fully Paid,11.02%,debt_consolidation,MD,4200,137.55,,35000.0,4203.86,3,6,1951.0
Late (31-120 days),12.40%,debt_consolidation,KS,20500,684.82,10+ years,110000.0,0.0,3,8,19265.0
Fully Paid,17.97%,debt_consolidation,KY,32000,812.07,10+ years,82500.0,32479.2,0,8,7143.0
Fully Paid,20.00%,debt_consolidation,NY,10000,264.94,10+ years,57000.0,10133.33,1,7,15906.0
Fully Paid,17.97%,home_improvement,TX,7000,252.97,10+ years,69000.0,6932.31,17,19,9544.0
Fully Paid,13.90%,debt_consolidation,MN,20000,464.33,5 years,87000.0,17459.32,3,11,3733.0
Fully Paid,16.40%,debt_consolidation,AZ,15000,530.33,10+ years,110000.0,184.5,2,10,41620.0
Late (16-30 days),20.00%,debt_consolidation,WA,5525,205.33,6 years,71000.0,205.33,6,9,27114.0
Fully Paid,15.57%,debt_consolidation,WA,4000,139.79,3 years,19000.0,4077.28,6,7,1043.0
Fully Paid,12.40%,debt_consolidation,CA,12000,269.37,5 years,60000.0,12238.33,2,7,1359.0
Fully Paid,8.19%,debt_consolidation,GA,6000,188.55,10+ years,46000.0,5894.94,4,6,22097.0
Fully Paid,13.08%,debt_consolidation,ID,10000,337.33,10+ years,144000.0,10109.04,1,10,2434.0
Fully Paid,13.90%,credit_card,NY,10000,341.3,8 years,180000.0,8131.02,5,14,34359.0
Fully Paid,11.02%,credit_card,CA,15000,326.29,3 years,180000.0,14987.76,7,13,81592.0
Fully Paid,8.19%,debt_consolidation,NV,9500,298.53,10+ years,102000.0,9348.66,3,11,1279.0
Fully Paid,20.00%,credit_card,TX,12000,317.93,10+ years,91000.0,12093.42,2,7,49098.0
Fully Paid,14.74%,major_purchase,MN,35000,1208.84,10+ years,85000.0,35076.81,4,16,23617.0
Late (31-120 days),10.33%,debt_consolidation,VA,23000,745.72,3 years,95000.0,0.0,7,12,2325.0
Late (16-30 days),13.90%,debt_consolidation,TX,20000,682.59,,54000.0,682.59,5,8,4543.0
Fully Paid,8.81%,other,WA,3000,95.14,,0.0,3034.2,1,2,115355.0
Fully Paid,20.00%,debt_consolidation,IL,12800,339.13,1 year,82000.0,13169.41,5,15,19031.0
Fully Paid,7.56%,credit_card,CO,20000,622.68,< 1 year,89000.0,20059.85,2,13,30429.0
Fully Paid,14.74%,other,IN,25000,863.46,1 year,50000.0,25184.25,3,12,3219.0
In Grace Period,11.02%,debt_consolidation,MO,30000,982.45,5 years,140000.0,982.45,5,9,7394.0
Fully Paid,22.50%,credit_card,SC,10000,279.04,1 year,26000.0,10033.13,8,13,1802.0
Fully Paid,11.71%,debt_consolidation,OH,1200,39.7,5 years,30000.0,5.72,3,14,3275.0
Fully Paid,16.40%,renewable_energy,MI,1500,53.04,< 1 year,135000.0,1520.5,4,12,14766.0
Fully Paid,20.00%,other,OK,1000,37.17,< 1 year,50000.0,1007.78,2,4,38652.0
Fully Paid,14.74%,debt_consolidation,IN,28000,662.31,< 1 year,130000.0,78.96,4,14,4925.0
Fully Paid,22.50%,debt_consolidation,IN,8000,307.6,1 year,76000.0,8056.66,5,15,14124.0
Fully Paid,15.57%,home_improvement,CA,7050,246.37,8 years,55000.0,39.64,4,11,29301.0
Fully Paid,22.50%,debt_consolidation,PA,4200,161.49,6 years,44000.0,4325.92,1,7,16083.0
Late (31-120 days),7.56%,debt_consolidation,CA,40000,1245.36,10+ years,197000.0,0.0,16,21,3045.0
Fully Paid,8.19%,other,TX,9600,301.68,10+ years,97600.0,9442.28,4,12,16389.0
Fully Paid,14.74%,credit_card,OR,10000,236.54,5 years,67800.0,10183.55,3,6,45993.0
Fully Paid,14.74%,debt_consolidation,AZ,26400,911.81,10+ years,155000.0,26946.22,4,20,16241.0
Fully Paid,17.19%,debt_consolidation,MA,6025,215.38,5 years,48000.0,67.63,3,6,25265.0
Fully Paid,10.33%,debt_consolidation,FL,35000,1134.79,3 years,235000.0,35585.6,7,14,40773.0
Fully Paid,20.00%,other,WV,5000,185.82,,54000.0,5014.39,6,9,1625.0
Fully Paid,12.40%,debt_consolidation,TX,29000,650.97,< 1 year,120000.0,29012.95,5,7,38230.0
Fully Paid,6.46%,debt_consolidation,NY,35000,1072.08,6 years,125000.0,35286.37,1,8,29120.0
Fully Paid,12.40%,debt_consolidation,WA,40000,897.89,10+ years,120000.0,40071.37,5,13,21117.0
Fully Paid,20.00%,debt_consolidation,FL,30000,794.82,7 years,69525.0,30088.33,1,11,29821.0
Fully Paid,28.80%,credit_card,NJ,10000,316.21,10+ years,32000.0,10176.0,4,9,602.0
Late (16-30 days),17.97%,debt_consolidation,AZ,13150,475.21,< 1 year,55000.0,475.21,2,2,4295.0
Fully Paid,7.02%,vacation,WA,4200,129.73,10+ years,100000.0,4250.25,2,6,6697.0
Fully Paid,12.40%,credit_card,OK,3500,116.92,2 years,50000.0,3542.08,2,10,15194.0
Late (31-120 days),7.56%,debt_consolidation,ID,8000,249.08,< 1 year,201750.0,0.0,2,11,61691.0
Late (16-30 days),22.50%,credit_card,CA,25000,961.25,1 year,190000.0,961.25,3,6,22532.0
Fully Paid,20.00%,medical,PA,2650,98.49,6 years,63000.0,2707.15,4,7,6360.0
Fully Paid,11.02%,vacation,PA,16500,358.92,1 year,100000.0,16526.16,1,17,5702.0
Fully Paid,12.40%,medical,CA,2400,80.18,10+ years,50000.0,2420.67,0,4,14773.0
Fully Paid,7.56%,moving,FL,3000,93.41,2 years,90000.0,2018.9,3,4,7358.0
Fully Paid,6.46%,home_improvement,FL,21000,643.25,10+ years,150000.0,21019.35,2,15,48341.0
Fully Paid,12.40%,debt_consolidation,MO,7800,260.57,1 year,44000.0,7703.89,4,7,2297.0
Fully Paid,6.46%,debt_consolidation,TX,10550,323.16,1 year,78000.0,10641.86,2,9,28730.0
Fully Paid,11.02%,debt_consolidation,KY,5500,180.12,9 years,62000.0,5508.72,8,11,9626.0
Fully Paid,8.81%,debt_consolidation,IL,20000,634.23,< 1 year,40000.0,20189.81,3,6,21569.0
Fully Paid,12.40%,debt_consolidation,NJ,6000,200.44,10+ years,70000.0,6022.73,7,9,3648.0
Fully Paid,14.74%,debt_consolidation,IL,8400,290.13,,32000.0,8417.82,6,8,6534.0
Fully Paid,13.90%,credit_card,AK,18000,614.33,1 year,95000.0,18036.0,4,19,26838.0
Fully Paid,7.56%,other,FL,6000,186.81,,55635.0,6006.45,0,20,7457.0
Fully Paid,17.19%,debt_consolidation,NJ,9000,321.73,,24552.0,9090.25,2,2,4251.0
Fully Paid,17.19%,home_improvement,FL,10000,357.48,,66400.0,10023.88,5,20,2982.0
Late (31-120 days),20.00%,debt_consolidation,FL,40000,1059.76,2 years,60000.0,0.0,6,16,4608.0
Fully Paid,11.02%,home_improvement,NJ,9600,314.39,10+ years,55000.0,9652.9,8,16,3339.0
Fully Paid,12.40%,debt_consolidation,OH,2400,80.18,3 years,20000.0,2421.49,2,7,3608.0
Fully Paid,6.46%,debt_consolidation,SC,12000,367.57,2 years,62000.0,12010.83,5,15,1980.0
Fully Paid,13.90%,debt_consolidation,AZ,32250,748.74,3 years,125000.0,32329.16,3,13,26507.0
In Grace Period,20.00%,debt_consolidation,MS,30000,794.82,10+ years,52000.0,794.82,5,7,23492.0
Fully Paid,16.40%,debt_consolidation,MN,10000,245.32,10+ years,72000.0,10214.05,8,11,12188.0
Fully Paid,10.33%,credit_card,OR,5000,162.12,,24000.0,5007.17,2,3,25139.0
Fully Paid,8.19%,debt_consolidation,HI,6000,188.55,10+ years,69000.0,6075.57,3,12,2561.0
Fully Paid,12.40%,debt_consolidation,FL,32000,1068.99,3 years,149739.0,32056.76,6,11,3854.0
Fully Paid,11.02%,home_improvement,CA,16000,348.04,7 years,62000.0,16025.37,1,6,58667.0
Late (31-120 days),7.56%,debt_consolidation,ID,9500,295.78,< 1 year,205910.0,0.0,2,8,52550.0
In Grace Period,16.40%,debt_consolidation,CA,28000,686.88,7 years,65000.0,700.0,9,16,21686.0
Late (31-120 days),13.90%,debt_consolidation,CT,35000,1194.52,< 1 year,185000.0,0.0,6,10,32075.0
Late (16-30 days),11.71%,debt_consolidation,FL,17000,562.3,10+ years,75000.0,562.3,7,15,3438.0
Fully Paid,28.80%,debt_consolidation,OK,30000,948.61,10+ years,121800.0,30408.0,5,5,3010.0
Late (31-120 days),11.71%,debt_consolidation,MO,1925,63.68,6 years,115800.0,0.0,2,3,45658.0
Fully Paid,20.00%,debt_consolidation,MD,6700,249.0,2 years,105000.0,6844.48,2,9,42805.0
Fully Paid,20.00%,credit_card,GA,5000,185.82,10+ years,34000.0,25.0,2,8,6669.0
In Grace Period,15.57%,debt_consolidation,NE,20000,481.81,10+ years,95000.0,481.81,5,8,20595.0
Late (31-120 days),8.19%,debt_consolidation,NY,30750,966.3,10+ years,61519.0,0.0,3,7,579.0
Fully Paid,11.71%,other,OR,4900,162.08,2 years,52000.0,4909.85,2,7,12911.0
Fully Paid,11.71%,debt_consolidation,CA,24000,793.83,10+ years,185000.0,24040.44,3,13,33608.0
Fully Paid,13.90%,credit_card,KS,5000,170.65,7 years,120000.0,5050.19,3,8,33365.0
Late (16-30 days),20.00%,debt_consolidation,FL,28000,741.83,8 years,51000.0,757.39,3,12,13377.0
Fully Paid,12.40%,debt_consolidation,NJ,10000,334.06,,57996.0,10180.73,6,9,1494.0
Fully Paid,15.57%,other,TX,8000,279.57,3 years,79000.0,8191.78,2,12,3032.0
Late (31-120 days),17.97%,credit_card,CT,10000,361.38,3 years,85000.0,0.0,4,8,4056.0
Fully Paid,8.19%,debt_consolidation,IL,25000,785.61,10+ years,210000.0,25303.77,9,13,22172.0
